discente;faltas_unidade;id_turma;media_final;nota;numero_total_faltas;reposicao;unidade;reprovou;desempenho_exatas;historico_reprovacao;primeira_vez_pagando;n1_std_turma;prof_c1_tx_reprovacao;professor_tx_reprovao
9f1b8e9936569ebda4fcfd5f9cae8b47;0.0;57586014;6.5;7.5;0.0;f;1.0;False;9.0;0;0;0.7192383275585;-1.0;-1.0
034b98ad643d6b9e505ec8d1caba17da;0.0;57586014;7.7;6.0;0.0;f;1.0;False;6.0;0;0;0.22911377768088562;-1.0;-1.0
2e324e7412805d260c747267ee052e6f;0.0;57586014;6.3;5.0;0.0;f;1.0;False;7.0;0;1;-0.09763592223752399;-1.0;-1.0
7dc65a797099b5191a3ce7246acb0017;0.0;57586014;1.3;0.0;0.0;f;1.0;True;5.31615925058548;1;1;-1.731384421829572;-0.2174774530560776;-1.0
005826163b7c91f427b5b9e4b02edefd;0.0;57586014;0.0;0.0;0.0;f;1.0;True;5.31615925058548;1;2;-1.731384421829572;-0.2174774530560776;-1.0
59e21f6e42557157df5d985776aefd7b;0.0;57586014;0.0;0.0;0.0;f;1.0;True;5.31615925058548;1;3;-1.731384421829572;-0.2174774530560776;-1.0
f7af9ec61af58e9ff7830e93f1195c35;0.0;57586014;1.5;4.5;0.0;f;1.0;True;2.0;0;0;-0.2610107721967288;-0.4866386240253768;-1.0
b36460a3b396cc0d09bf7f673f25d190;0.0;57586014;0.0;0.0;0.0;f;1.0;True;6.0;0;1;-1.731384421829572;-1.0;-1.0
163e3a79d64656ae9744164dc019805c;0.0;57586014;6.7;5.5;0.0;f;1.0;False;3.0;0;0;0.06573892772168081;-1.0;-1.0
32159e8b5588f1dde792c4afc749a9a9;0.0;57586014;0.0;0.0;0.0;f;1.0;True;5.31615925058548;-1;0;-1.731384421829572;-0.2174774530560776;-1.0
8e076aeb6c86c223f90fc81ff848564e;0.0;57586014;5.3;3.5;0.0;f;1.0;False;3.0;1;1;-0.5877604721151384;-0.2174774530560776;-1.0
a09c7647b5356209cb3dc6a3f74856bf;0.0;57586014;0.0;0.0;0.0;f;1.0;True;8.0;0;0;-1.731384421829572;-1.0;-1.0
eb8425b1d2c93bc3aff826c99c67867c;0.0;57586014;9.0;7.5;0.0;f;1.0;False;9.0;0;0;0.7192383275585;-1.0;-1.0
d547daf60f1b487c54bc7f04b87956dd;0.0;57586014;5.2;4.5;0.0;f;1.0;False;6.0;0;0;-0.2610107721967288;-1.0;-1.0
